word,word_root,polarity
경치를 즐기는,경치 즐기,2
경쾌하다,경쾌,2
경험이 많고,경험 많,1
경험이 적거나,경험 적거,-1
경황이 없어,경황 없,-1
계급을 올림,계급 올림,2
계급이 오름,계급 오르,2
계속 게워,계속 게우,-1
계속 공허하다,계속 공허,-1
계속 공허한,계속 공허,-1
계속 까부는,계속 까불,-1
계속 까불다,계속 까불,-1
계속 놀리다,계속 놀리,-1
계속 다투다,계속 다투,-1
계속 떠들어,계속 떠들,-1
계속 밉살스럽게,계속 밉살스럽,-1
계속 부정하다,계속 부정,-2
계속 불평을,계속 불평,-2
계속 서운하다,계속 서운,-1
계속 서운한,계속 서운,-1
계속 성을,계속 성,-1
계속 아첨하는,계속 아첨,-1
계속 어지럽고,계속 어지럽,-1
계속 쩔쩔매거나,계속 쩔쩔매,-1
계속 토할,계속 토하,-1
계속 헤프게,계속 헤프,-1
계속 흥겹게,계속 흥겹,2
고결 함,고결 함,2
고결한 풍채를,고결 풍채,2
고귀한,고귀,2
고귀한 사람,고귀 사람,2
고급,고급,2
고급스럽다,고급,2
고급지다,고급지,2
고까워하는,고까워하,-1
고까워하는 데가,고까워하 데,-1
고까워하는 태도가,고까워하 태도,-1
고까워하는 태도를,고까워하 태도,-1
고난,고난,-2
고단하다,고단,-2
고단하여,고단,-2
고달프다,고달프,-2
고도화,고도화,-2
고도화되다,고도화되,-2
고되다,고되,-2
고르고,고르,2
고르고 반듯하게,고르 반듯,2
고르고 야무지다,고르 야무지,2
고르다,고르,2
고르지 못하거나,고르 못하,-1
고르지 못한,고르 못하,-1
고르지 아니하게,고르 아니하,-1
고르지 아니하고,고르 아니하,-1
고르지 않고,고르 않,-1
고름,고름,-1
고름이 나오는,고름 나오,-1
고름이 생기는,고름 생기,-1
고름이 생기다,고름 생기,-1
고름집,고름집,-1
고리게,고리,-1
고마운,고맙,2
고마운 마음,고맙 마음,2
고마운 마음이,고맙 마음,2
고마움,고마움,2
고마움을,고마움,2
고마움을 깊이,고마움 깊이,2
고마움을 나타내거나,고마움 나타내,2
고마움을 나타내는,고마움 나타내,2
고마워하다,고마워하,2
고맙게,고맙,2
고맙게 베풀어,고맙 베풀,2
고맙게 여기는,고맙 여기,2
고맙게 여기다,고맙 여기,2
고맙게 여김,고맙 여기,2
고맙다,고맙,2
고백,고백,2
고부라지거나,고부라지,0
고부라지거나 비틀어지며,고부라지 비틀어지,0
고분고분하게,고분,2
고분고분하고,고분,2
고분고분하고 온순하게,고분 온순,2
고분고분하고 온순하다,고분 온순,2
고분고분하다,고분,2
고분고분하지 못하고,고분 못하,-1
고비를,고비,-1
고상하고,고상,1
고상하다,고상,2
고상한,고상,2
고상한 기질과,고상 기질,2
고상한 남자,고상 남자,1
고상한 이야기,고상 이야기,1
고상한 인품을,고상 인품,2
고상한 풍채,고상 풍채,2
고생스러운,고생,-2
고생을,고생,-1
고생을 격다,고생 격,-1
고생을 하다,고생 하다,-1
고생이나,고생,-1
고생하거나,고생,-1
고생하거나 두려워하여,고생 두려워하,-2
고생하다,고생,-1
고성능,고성능,2
고소 공포증,고소 공포증,-1
고약하게,고약,-2
고약하다,고약,-2
고약함,고약,-2
고약해서,고약,-2
고열,고열,-1
고열 따위로,고열 따위,-1
고요하게,고요,1
고요하게 함,고요 함,1
고요하고,고요,1
고요하고 아름다운,고요 아름답,2
고요함,고요,1
고요해짐,고요,1
고운,곱,2
고운 빛깔,곱 빛깔,2
고움,곱,2
고자질함,고자질,-1
고작,고작,-1
고장나다,고장나,-1
고지혈증,고지혈증,-1
고질병,고질병,-1
고집,고집,-1
고집스레,고집스레,-1
고집스레 싫다고,고집스레 싫,-1
고집을,고집,-1
고집을 부리거나,고집 부리,-1
고집을 부리는,고집 부리,-1
고집을 부림,고집 부리,-1
고집이,고집,-1
고집이 세어,고집 세,-1
고집이 센,고집 세,-1
고집이 있는,고집 있,-1
고쳐,고치,1
고쳐 세우다,고치 세우,1
고쳐 지음,고치 짓,1
고쳐 짓다,고치 짓,1
고충,고충,-2
고치기 어려운,고치 어렵,-1
고치긱 어려운,고치 어렵,-1
고치다,고치,1
고치어 바로잡다,고치 바로잡,2
고타분히,고타,-1
고통,고통,-2
고통스러운,고통,-2
고통스러운 상태,고통 상태,-2
고통스러운 일이나,고통 일,-2
고통스럽거나,고통,-2
고통스럽게,고통,-2
고통스럽게 일함,고통 일하,-2
고통스럽다,고통,-2
고통을,고통,-2
고통을 당하여,고통 당하,-2
고통을 이른다,고통 이르,-2
고통을 주다,고통 주,-2
고통을 주며,고통 주,-2
고통이,고통,-2
고통이 지속되는,고통 지속,-2
고통이나,고통,-2
고통이나 곤란에,고통 곤란,-2
고통이나 시달림으로,고통 시달림,-2
고통이나 어려운,고통 어렵,-2
고통이라는,고통,-2
고통이라는 뜻으로,고통 뜻,-2
고품질,고품질,2
고한,고한,-2
고함,고함,-1
고함을 지르면서,고함 지르,-1
고혈압,고혈압,-1
곤궁하고,곤궁,-2
곤궁하다,곤궁,-2
곤궁하여,곤궁,-1
곤궁함,곤궁,-1
곤란에,곤란,-1
곤란에 대하여,곤란 대하,-1
곤란이나,곤란,-1
곤란이나 시련이,곤란 시련,-1
곤란하게,곤란,-1
곤란하게 되다,곤란 되,-1
곤란하다,곤란,-1
곤란하여 지는,곤란 지,-1
곤란한,곤란,-1
곤란한 병,곤란 병,-1
곤란한 사정을,곤란 사정,-1
곤란한 상태를,곤란 상태,-1
곤장으로 치던,곤장 치,-1
곤혹스러운,곤혹,-2
곤혹스럽다,곤혹,-2
곧게,곧,1
곧게 되다,곧 되,1
곧고,곧,1
곧고 올바름,곧 올바르,1
곧다,곧,1
곧바르지 아니하고,곧 아니하,-1
곧잘 흥분하는,곧잘 흥분,-1
곧장 나아가다,곧장 나아,1
곧지 못하고,곧 못하,-1
골골 앓아서,골골 앓,-2
골나다,골나,-2
골똘하게,골똘,0
골리는,골리,-2
골리는 짓,골리 짓,-2
골이 나게,골 나,-2
곪느라고,곪,-1
곪느라고 쑤시다,곪 쑤,-1
곯려 주다,곯리 주,-1
곯리거나,곯리,-1
곯아서,곯,-1
곯아서 물크러질,곯 물크러지,-1
곯은,곯,-1
곯은 듯하다,곯 듯하,-1
곰살갑지 못하며,곰살갑 못하,-1
곰살궂지 못하고,곰살궂 못하,-1
곰팡내,곰팡내,-1
곰팡이,곰팡이,-2
곱거나,곱,2
곱게,곱,2
곱게 꾸며,곱 꾸미,2
곱게 피어나는,곱 피어나,2
곱게 피어나다,곱 피어나,2
곱고,곱,2
곱고 바르며,곱 바르,2
곱고 보드라운,곱 보드랍,2
곱고 보드랍다,곱 보드랍,2
곱고 아름답다,곱 아름답,2
곱다,곱,2
곱살스러우면서도,곱살,2
곱살스러우면서도 트인,곱살 트이,2
곱살스럽게,곱살,2
곱살스레,곱살,2
곱실대다,곱실,-1
곱절 용감하다,곱절 용감,2
곱지 아니하다,곱질 아니하,-1
곱지 않고,곱질 않,-1
곳에서 평안히,곳 평안히,1
공갈,공갈,-1
공개적으로 비난하다,공개적 비난,-2
공격받다,공격,-2
공격하다,공격,0
공경의,공경,2
공경의 예를,공경 예,2
공경하는,공경,2
공경하는 마음으로,공경 마음,2
공경하다,공경,2
공경하며,공경,2
공경하여,공경,2
공경하여 모시다,공경 몰,2
공경할,공경,2
공경할 만하다,공경 만하,2
공공연히 불법적으로,공공연히 불법적,-1
공교롭고,공교,-1
공교롭고 이상하다,공교 이상,-1
공기가 상쾌하다,공기 상쾌,2
공덕으로,공덕,2
공덕을,공덕,2
공덕을 칭송하는,공덕 칭송,2
공덕의 힘,공덕 힘,2
공덕이 있는,공덕 있,1
공로에,공로,1
공로와,공로,1
공로와 업적,공로 업적,1
공범자에,공범자,-1
공손하게,공손,2
공손하다,공손,1
공손하지 아니하고,공손 아니하,-1
공손함을,공손,2
공손함을 더하여,공손 더하,2
공손히,공손히,2
공손히 진찰하다,공손히 진찰,2
공연한,공연,-1
공연한 짓을,공연 짓,-1
공연히,공연히,-1
공연히 놀며,공연히 놀,-1
공연히 미워하고,공연히 미워하,-2
공익을,공익,2
공익을 목적으로,공익 목적,2
공적의,공적,0
공적이 많은,공적 많,2
공정하다,공정,2
공정하여,공정,2
공정한,공정,1
공정함,공정,2
공평하다,공평,1
공평하여,공평,1
공평하여 어느,공평 어느,1
공평함,공평,1
공포,공포,-2
공포나,공포,-1
공포나 긴장으로,공포 긴장,-2
공포증,공포증,-2
공허하다,공허,-1
공허한,공허,-1
공허한 느낌,공허 느낌,-1
공허한 느낌이,공허 느낌,-1
공황상태,공황,-1
공황장애,공황,-1
과거에 급제하여,과거 급제,2
과격하다,과격,-1
과격한,과격,-1
과금,과,-1
과대망상에,과대,-1
과대망상에 빠진,과대 빠지,-1
과도하게,과도,-1
과로,과로,-1
과로 따위가,과로 따위,-1
과로 따위로,과로 따위,-1
과로로,과로,-1
과식을,과식,-1
과식을 하거나,과식 하,-1
과음,과음,-2
과음하거나,과음,-1
과장되다,과장,-2
과장되어,과장,-1
과장된,과장,-2
과체중,과체중,-2
과하다,과하,-1
관계가 끊어지거나,관계 끊어지,-1
관계가 끊어지는,관계 끊어지,-1
관계가 끊어지다,관계 끊어지,-1
관계가 맺어지다,관계 맺어지,1
관계를 끊다,관계 끊,-1
관계를 맺다,관계 맺,1
관계없는,관계없,-1
관계없는 행동을,관계없 행동,-1
관광할 만한,관광 만하,1
관능적이다,관능적,1
관람객이 줄어들다,관람객 줄어들,-1
관심병,관심,-1
관심을 가지지 아니하고,관심 가지 아니하,-1
관심을 가짐,관심 가지,1
관심을 기울이다,관심 기울이,1
관심이 있다,관심 있,1
관심이나,관심,1
관심이나 좋아하는,관심 좋아하,2
관심이나 흥미,관심 흥미,1
관절염,관절염,-2
관절이 저리고,관절 저리,-1
관철하려고 다투는,관철 다투,-1
괄시,괄시,-2
괄시하다,괄시,-2
광견병을,광견병,-1
광명이,광명,2
광탈,광,-1
괘씸하고,괘씸,-1
괘씸하고 얄미운,괘씸 얄밉,-2
괘씸하고 얄밉다,괘씸 얄밉,-2
괘씸한,괘씸,-2
괘씸한 데가,괘씸 데,-2
괜찮거나,괜찮,1
괜찮고,괜찮,1
괜찮다,괜찮,1
괜한 트집을,괜하 트집,-1
괜히 트집을,괜히 트집,-1
괴로운,괴롭,-2
괴로운 느낌,괴롭 느낌,-2
괴로운 느낌을,괴롭 느낌,-2
괴로운 모양,괴롭 모양,-2
괴로운 상태가,괴롭 상태,-2
괴로운 상태로,괴롭 상태,-2
괴로운 상태에,괴롭 상태,-2
괴로울,괴롭,-2
괴로울 때에,괴롭 때,-2
괴로움,괴로움,-2
괴로움과,괴로움,-2
괴로움과 아픔,괴로움 아픔,-2
괴로움을,괴로움,-2
괴로움을 가져오며,괴로움 가져오,-2
괴로움을 느끼다,괴로움 느끼,-2
괴로움을 없애,괴로움 없애,1
괴로움이나,괴로움,-2
괴로워,괴,-2
괴로워하는,괴로워하,-2
괴로워하는 모양이나,괴로워하 모양,-2
괴로워하다,괴로워하,-2
괴로워하며,괴로워하,-2
괴롭거나,괴롭,-2
괴롭거나 성가시다,괴롭 성가,-2
괴롭게,괴롭,-2
괴롭게 내는,괴롭 내,-2
괴롭게 되다,괴롭 되,-2
괴롭게 소리를,괴롭 소리,-2
괴롭게 여기다,괴롭 여기,-2
괴롭고,괴롭,-2
괴롭고 귀찮게,괴롭 귀찮,-2
괴롭고 귀찮다,괴롭 귀찮,-2
괴롭고 아픈,괴롭 아프,-2
괴롭다,괴롭,-2
괴롭지 아니하여,괴롭 알,1
괴롭히거나,괴롭히,-2
괴롭히거나 못살게,괴롭히 못살,-2
괴롭히는,괴롭히,-2
괴롭히는 일,괴롭히 일,-2
괴롭히는 짓을,괴롭히 짓,-2
괴롭히다,괴롭히,-2
괴멸,괴멸,-2
괴멸되다,괴멸,-2
괴멸하다,괴멸,-2
괴물,괴물,-1
괴사가,괴사,-2
괴사가 일어난,괴사 일어나,-2
괴상하고,괴상,-2
괴상한,괴상,-2
괴상한 데가,괴상 데,-2
괴상한 일,괴상 일,-2
괴상한 일이,괴상 일,-1
괴이쩍게,괴이쩍,-1
괴이쩍게 생각하다,괴이쩍 생각,-1
괴이하게,괴이,-2
괴이하게 여기다,괴이 여기,-2
굉장하게,굉장,2
굉장하다,굉장,2
교관하다,교관,0
교도소에 수감된,교도소 수감,-1
교리에 밝고,교리 밝,2
교만하게,교,-1
교만하게 굶,교 굴,-1
교만하고,교만,-1
교만하다,교만,-1
교만하여,교,-1
교만함,교만,-1
교모하게 괴롭히거나,교모 괴롭히,-1
교묘하게,교묘,1
교묘하고,교묘,-1
교묘하다,교묘,-1
교묘히 넘기는,교묘히 넘기,-1
교양,교양,1
교양과,교양,1
교양이 없고,교양 없,-1
교양이 없다,교양 없,-1
교양이 있다,교양 있,1
교양이 있어,교양 있,1
교육적인,교육적,1
교제를 끊어,교제 끊,-1
교통을 허락하다,교통 허락,1
교통이 허락되다,교통 허락,1
교화하고,교화,1
교활하고,교활,-1
교활한,교활,-1
교활한 무리들이,교활 무리,-1
교활한 수단을,교활 수단,-1
교활한 수단이나,교활 수단,-1
교훈,교훈,1
구경하며 즐기다,구경 즐기,1
구구함이나 연연함이 없다,구 연 없,1
구김살 없이,구김살 없이,1
구김살이 없다,구김살 없,1
구김살이 없이,구김살 없이,1
구두쇠처럼,구두쇠,-1
구리게,구리,-1
구박하거나,구박,-1
구성지고,구성지,1
구속하다,구속,-1
구속함,구속,-1
구슬퍼질,구슬,-1
구슬퍼질 정도로,구슬 정도,-1
구슬프고,구슬프,-1
구슬프고 쓸쓸한,구슬프 쓸쓸,-2
구슬프다,구슬프,-1
구슬피,구슬피,-1
구역날,구역,-2
구역날 듯하다,구역 듯하,-2
구역이 나려는,구역 나,-2
구역질,구역질,-2
구역질나는,구역질,-2
구역질나다,구역질,-2
구역질을,구역질,-2
구역질을 하는,구역질 하,-2
구역질이,구역질,-2
구역질이 나는,구역질 나,-2
구역질이 나다,구역질 나,-2
구역질이 나서,구역질 나서,-2
구역질하다,구역질,-2
구원하다,구원,1
구원한,구원,1
구원한 일,구원 일,1
구제함,구제,1
구차스러운,구차,-2
구차스러운 짓을,구차 짓,-2
구차스럽게,구차,-2
구차스럽게 구는,구차 굴,-2
구차스럽게 굴다,구차 굴,-2
구차하여,구차,-2
구차하지 않다,구차 않,1
구토,구토,-1
구토 증세가,구토 증세,-1
구토를,구토,-1
구토를 일으키거나,구토 일으키,-1
국내의 반란,국내 반란,-1
군살이 처지도록,군살 처지,-1
군색함,군색,-1
군소리 없이,군소리 없이,1
군소리를,군소리,-1
군소리를 내다,군소리 내달,-1
군소리를 하는,군소리 하,-1
군소리를 하다,군소리 하다,-1
굳게,굳,1
굳게 맹세하다,굳 맹세,1
굳게 믿다,굳 믿,1
굳고 행실이,굳 행실,1
굳세거나,굳세,2
굳세게,굳세,2
굳세게 함,굳세 함,2
굳세고,굳세,2
굳세고 야무지다,굳세 야무지,2
굳세다,굳세,2
굳센 기상이,굳세 기상,2
굳어지다,굳어지,-1
굳은,굳,0
굳은 상태로,굳 상태,0
굳지 못하고,굳 못하,-1
굳지 못하여,굳 못하,-1
굴복시킴,굴복,-1
굴복하지 않고,굴복 않,1
굴욕,굴욕,-2
굴욕감,굴욕감,-2
굴욕을,굴욕,-2
굴욕을 당하거나,굴욕 당하,-2
굴욕을 당하여,굴욕 당하,-2
굴욕적,굴욕적,-2
굵고 시원시원한,굵 시원시원,2
굶는,굶,-1
굶는 모양,굶 모양,-1
굶다,굶,-1
굶주려서,굶주리,-1
굶주리고,굶주리,-1
굶주리다,굶주리,-1
굶주린,굶주리,-1
굶주린 백성을,굶주리 백성,-1
굼드게 먹는,굼 먹,-1
굼뜨게,굼뜨,-1
굼뜨게 먹다,굼뜨 먹,-1
굼뜨게 움직이는,굼뜨 움직이,-1
굼뜨게 움직이다,굼뜨 움직이,-1
굼뜨게 하다,굼뜨 하다,-1
굼뜨게 행동하는,굼뜨 행동,-1
굼뜨게 행동하다,굼뜨 행동,-1
굼뜨고,굼뜨,-1
굼뜨고 거추장스럽게,굼뜨 거추장스럽,-2
굼뜨고 게으르게,굼뜨 게으르,-2
굼뜨고 좀스럽게,굼뜨 좀스럽,-2
굼뜨다,굼뜨,-1
굽신,굽,-2
굽신거리다,굽신거리,-2
굽신굽신,굽신굽신,-2
굽신굽신하다,굽신굽신,-2
굽신대다,굽신대,-2
굽신하다,굽신하,-2
굽실,굽실,-2
굽실거리다,굽실거리,-2
굽실굽실,굽실,-2
굽실굽실하다,굽실,-2
굽실대다,굽실대,-2
굽실하다,굽실,-2
굽혀서 산다는,굽히 살,-2
굽히지 아니하고,굽히 아니하,1
굽히지 않는,굽히 않,0
궁상스러운,궁상,-2
궁상스러운 모양,궁상 모양,-2
궁상스럽다,궁상,-2
궁색하게,궁색,-2
궁색하다,궁색,-2
궁색하여,궁색,-2
궁핍하다,궁핍,-2
궁핍히,궁핍,-2
궁하고,궁,-2
궁하다,궁하,-2
궂게,궂,-1
궂다,궂,-1
권리를 없애거나,권리 없애,-1
권리를 침해한,권리 침해,-1
권세를 꺾다,권세 꺾,0
권세를 마음대로,권세 마음대로,-1
권태,권태,-1
권태감,권태감,-1
권태기,권태기,-1
권태로이,권태,-1
권태롭다,권태,-1
권태를,권태,-1
권태를 느끼는,권태 느끼,-1
궐기할,궐기,1
궐기할 것을,궐기 것,1
귀머거리,귀머거리,-1
귀먹은,귀먹,-1
귀양을 보내던,귀양 보내,-2
귀양이 보내어지다,귀양 보,-2
귀에 즐거움과,귀 즐거움,2
귀여운,귀엽,2
귀여운 느낌이,귀엽 느낌,2
귀여운 데가,귀엽 데,2
귀여워하거나,귀여워하,2
귀여워하거나 즐김,귀여워하 즐기,2
귀여워하다,귀여워하,2
귀여워할,귀여워하,2
귀여워할 때,귀여워하 때,2
귀염성,귀염성,2
귀염성스럽다,귀염성,2
귀염성스레,귀염성,2
귀염을,귀염,2
귀염을 받는,귀염 받,1
귀염을 받을,귀염 받으,2
귀염을 받지 못할,귀염 받 못하,-1
귀엽게,귀엽,2
귀엽게 걷는,귀엽 걷,2
귀엽게 걷다,귀엽 걷,2
귀엽게 기울어지는,귀엽 기울어지,2
귀엽게 기울어지다,귀엽 기울어지,2
